claim_id,claim_date,sale_id,repair_status
CL-4772,14/11/2020,OID-385608,Warranty Void
CL-4773,23/12/2020,OID-385619,Warranty Void
CL-4774,16/10/2020,OID-385663,Warranty Void
CL-4775,30/04/2021,OID-385843,Paid Repaired
CL-4776,13/01/2021,OID-386098,Warranty Void
CL-4777,18/02/2021,OID-83878,Free Replaced
CL-4778,18/02/2021,OID-110416,Free Replaced
CL-4783,18/02/2021,OID-361419,Free Replaced
CL-4786,18/02/2021,OID-361972,Free Replaced
CL-4787,18/02/2021,OID-362016,Free Replaced
CL-4793,18/02/2021,OID-372982,Free Replaced
CL-4794,18/02/2021,OID-373294,Free Replaced
CL-4795,18/02/2021,OID-373325,Free Replaced
CL-4796,18/12/2021,OID-373568,Paid Repaired
CL-4797,11/06/2021,OID-373718,Warranty Void
CL-4798,18/08/2021,OID-374523,Paid Repaired
CL-4799,09/08/2021,OID-374579,Paid Repaired
CL-4800,30/05/2021,OID-385324,Warranty Void
CL-4801,11/01/2021,OID-385422,Warranty Void
CL-4802,11/04/2021,OID-385800,Paid Repaired
CL-4803,25/10/2020,OID-385918,Warranty Void
CL-4804,19/02/2021,OID-84166,Free Replaced
CL-4807,19/02/2021,OID-361367,Free Replaced
CL-4808,19/02/2021,OID-361401,Free Replaced
CL-4809,19/02/2021,OID-361518,Free Replaced
CL-4810,19/02/2021,OID-361697,Free Replaced
CL-4811,19/02/2021,OID-361986,Free Replaced
CL-4812,19/02/2021,OID-362066,Warranty Void
CL-4813,19/02/2021,OID-373044,Free Replaced
CL-4817,19/02/2021,OID-372737,Free Replaced
CL-4818,19/02/2021,OID-373037,Free Replaced
CL-4821,22/07/2021,OID-373922,Paid Repaired
CL-4822,01/05/2021,OID-385040,Warranty Void
CL-4823,01/06/2021,OID-385702,Paid Repaired
CL-4824,03/09/2020,OID-448754,Warranty Void
CL-4829,20/02/2021,OID-361585,Free Replaced
CL-4830,20/02/2021,OID-361642,Free Replaced
CL-4831,20/02/2021,OID-361645,Free Replaced
CL-4834,20/02/2021,OID-361887,Free Replaced
CL-4835,20/02/2021,OID-362011,Free Replaced
CL-4838,20/02/2021,OID-373140,Free Replaced
CL-4839,20/02/2021,OID-373263,Free Replaced
CL-4840,20/02/2021,OID-373358,Free Replaced
CL-4841,26/03/2022,OID-373731,Paid Repaired
CL-4842,01/07/2021,OID-373898,Paid Repaired
CL-4843,26/08/2020,OID-374479,Warranty Void
CL-4844,24/02/2021,OID-385033,Warranty Void
CL-4845,12/11/2020,OID-385672,Warranty Void
CL-4846,05/10/2020,OID-385933,Warranty Void
CL-4847,28/11/2020,OID-386174,Warranty Void
CL-4848,08/03/2021,OID-410512,Paid Repaired
CL-4850,21/02/2021,OID-361572,Free Replaced
CL-4852,21/02/2021,OID-361705,Free Replaced
CL-4854,21/02/2021,OID-361856,Free Replaced
CL-4855,21/02/2021,OID-361934,Free Replaced
CL-4856,21/02/2021,OID-373208,Free Replaced
CL-4863,21/02/2021,OID-372830,Free Replaced
CL-4864,21/02/2021,OID-373023,Free Replaced
CL-4865,21/02/2021,OID-373143,Free Replaced
CL-4866,02/03/2021,OID-373580,Warranty Void
CL-4867,23/09/2021,OID-385050,Paid Repaired
CL-4868,31/05/2021,OID-385359,Warranty Void
CL-4869,10/02/2021,OID-385599,Warranty Void
CL-4870,17/05/2021,OID-385728,Paid Repaired
CL-4875,22/02/2021,OID-362026,Warranty Void
CL-4878,22/02/2021,OID-372735,Free Replaced
CL-4879,22/02/2021,OID-372786,Free Replaced
CL-4880,22/02/2021,OID-372981,Free Replaced
CL-4881,22/02/2021,OID-373297,Free Replaced
CL-4882,22/02/2021,OID-373311,Free Replaced
CL-4883,19/06/2021,OID-374515,Paid Repaired
CL-4884,08/02/2021,OID-385069,Warranty Void
CL-4885,26/12/2020,OID-385220,Warranty Void
CL-4886,10/07/2021,OID-385413,Paid Repaired
CL-4887,08/03/2021,OID-385510,Warranty Void
CL-4888,04/07/2021,OID-385617,Paid Repaired
CL-4889,13/10/2020,OID-410545,Warranty Void
CL-4890,23/02/2021,OID-83827,Free Replaced
CL-4891,23/02/2021,OID-83890,Free Replaced
CL-4895,23/02/2021,OID-361362,Free Replaced
CL-4896,23/02/2021,OID-361425,Free Replaced
CL-4897,23/02/2021,OID-361519,Free Replaced
CL-4898,23/02/2021,OID-361609,Free Replaced
CL-4899,23/02/2021,OID-361693,Free Replaced
CL-4900,23/02/2021,OID-361977,Free Replaced
CL-4901,23/02/2021,OID-372902,Free Replaced
CL-4906,23/02/2021,OID-373008,Free Replaced
CL-4907,26/06/2021,OID-373565,Warranty Void
CL-4908,06/10/2021,OID-373940,Paid Repaired
CL-4909,14/05/2021,OID-374403,Paid Repaired
CL-4910,24/04/2021,OID-374593,Paid Repaired
CL-4911,12/08/2021,OID-385170,Paid Repaired
CL-4912,07/05/2021,OID-385302,Warranty Void
CL-4913,15/03/2021,OID-385626,Warranty Void
CL-4914,24/02/2021,OID-84000,Free Replaced
CL-4919,24/02/2021,OID-361377,Free Replaced
CL-4920,24/02/2021,OID-361408,Free Replaced
CL-4921,24/02/2021,OID-361426,Free Replaced
CL-4922,24/02/2021,OID-361451,Free Replaced
CL-4923,24/02/2021,OID-361929,Free Replaced
CL-4924,24/02/2021,OID-361991,Free Replaced
CL-4925,24/02/2021,OID-372951,Free Replaced
CL-4927,24/02/2021,OID-372725,Free Replaced
CL-4928,24/02/2021,OID-373051,Free Replaced
CL-4929,24/02/2021,OID-373078,Free Replaced
CL-4930,10/04/2022,OID-373693,Paid Repaired
CL-4931,16/10/2021,OID-374323,Paid Repaired
CL-4932,05/05/2021,OID-385337,Warranty Void
CL-4940,25/02/2021,OID-372824,Free Replaced
CL-4941,25/02/2021,OID-372836,Free Replaced
CL-4942,25/02/2021,OID-372877,Free Replaced
CL-4943,25/02/2021,OID-373234,Free Replaced
CL-4944,25/02/2021,OID-373411,Free Replaced
CL-4945,14/06/2021,OID-373726,Warranty Void
CL-4946,24/11/2020,OID-374139,Warranty Void
CL-4947,11/11/2021,OID-374196,Paid Repaired
CL-4948,20/11/2021,OID-374225,Paid Repaired
CL-4949,08/05/2021,OID-384927,Warranty Void
CL-4950,12/07/2021,OID-385102,Warranty Void
CL-4951,20/05/2021,OID-385340,Warranty Void
CL-4952,20/12/2020,OID-385373,Warranty Void
CL-4953,03/09/2020,OID-385876,Warranty Void
CL-4954,09/08/2020,OID-386147,Warranty Void
CL-4956,26/02/2021,OID-361386,Free Replaced
CL-4959,26/02/2021,OID-361759,Free Replaced
CL-4961,26/02/2021,OID-373000,Free Replaced
CL-4964,26/02/2021,OID-372716,Free Replaced
CL-4965,26/02/2021,OID-372886,Free Replaced
CL-4966,26/02/2021,OID-373271,Free Replaced
CL-4967,26/02/2021,OID-373316,Free Replaced
CL-4968,26/02/2021,OID-373323,Free Replaced
CL-4969,19/11/2021,OID-373896,Paid Repaired
CL-4970,15/05/2021,OID-374595,Paid Repaired
CL-4971,01/03/2021,OID-385815,Warranty Void
CL-4972,02/03/2021,OID-385939,Paid Repaired
CL-4973,30/10/2020,OID-386253,Warranty Void
CL-4974,16/08/2020,OID-436058,Warranty Void
CL-4977,27/02/2021,OID-361473,Free Replaced
CL-4979,27/02/2021,OID-361870,Free Replaced
CL-4980,27/02/2021,OID-361911,Free Replaced
CL-4981,27/02/2021,OID-361971,Free Replaced
CL-4982,27/02/2021,OID-361976,Free Replaced
CL-4984,27/02/2021,OID-372717,Free Replaced
CL-4985,27/02/2021,OID-372854,Free Replaced
CL-4986,27/02/2021,OID-373045,Free Replaced
CL-4987,27/02/2021,OID-373079,Free Replaced
CL-4989,03/02/2022,OID-373839,Paid Repaired
CL-4990,02/11/2021,OID-373842,Paid Repaired
CL-4991,18/10/2021,OID-374009,Paid Repaired
CL-4992,06/09/2021,OID-374344,Paid Repaired
CL-4993,02/06/2021,OID-385029,Warranty Void
CL-4994,27/04/2021,OID-385351,Warranty Void
CL-4995,23/10/2020,OID-385652,Warranty Void
CL-4996,12/04/2021,OID-386023,Paid Repaired
CL-4997,28/02/2021,OID-110512,Free Replaced
CL-4999,28/02/2021,OID-361589,Free Replaced
CL-5000,28/02/2021,OID-361793,Free Replaced
CL-5001,28/02/2021,OID-373001,Free Replaced
CL-5002,28/02/2021,OID-373168,Free Replaced
CL-5008,28/02/2021,OID-372774,Free Replaced
CL-5009,28/02/2021,OID-373144,Free Replaced
CL-5012,29/07/2021,OID-374704,Paid Repaired
CL-5013,10/08/2021,OID-385260,Paid Repaired
CL-5014,10/07/2021,OID-385292,Paid Repaired
CL-5015,20/12/2020,OID-385760,Warranty Void
CL-5016,28/10/2020,OID-385814,Warranty Void
CL-5017,17/01/2021,OID-386004,Warranty Void
CL-5018,05/02/2021,OID-386057,Paid Repaired
CL-5021,01/03/2021,OID-361456,Free Replaced
CL-5022,01/03/2021,OID-361960,Free Replaced
CL-5023,01/03/2021,OID-361993,Warranty Void
CL-5024,01/03/2021,OID-372810,Free Replaced
CL-5026,01/03/2021,OID-372834,Free Replaced
CL-5027,01/03/2021,OID-373158,Free Replaced
CL-5028,01/03/2021,OID-373171,Free Replaced
CL-5029,25/07/2021,OID-373935,Paid Repaired
CL-5030,05/07/2021,OID-374699,Paid Repaired
CL-5031,17/06/2021,OID-385021,Warranty Void
CL-5032,11/06/2021,OID-385246,Warranty Void
CL-5033,26/12/2020,OID-385286,Warranty Void
CL-5034,30/03/2021,OID-385666,Warranty Void
CL-5035,05/01/2021,OID-385689,Warranty Void
CL-5036,02/03/2021,OID-84174,Free Replaced
CL-5037,02/03/2021,OID-110332,Free Replaced
CL-5038,02/03/2021,OID-110691,Free Replaced
CL-5044,02/03/2021,OID-361872,Free Replaced
CL-5045,02/03/2021,OID-372890,Free Replaced
CL-5048,02/03/2021,OID-372804,Free Replaced
CL-5049,02/03/2021,OID-372853,Free Replaced
CL-5050,02/03/2021,OID-372859,Free Replaced
CL-5051,02/03/2021,OID-372969,Free Replaced
CL-5053,02/03/2021,OID-373169,Free Replaced
CL-5054,02/03/2021,OID-373285,Free Replaced
CL-5055,02/03/2021,OID-373404,Warranty Void
CL-5056,22/10/2021,OID-374350,Paid Repaired
CL-5057,05/11/2021,OID-385003,Paid Repaired
CL-5058,17/11/2020,OID-385445,Warranty Void
CL-5059,11/02/2021,OID-385873,Warranty Void
CL-5060,10/02/2021,OID-385963,Warranty Void
CL-5061,03/03/2021,OID-110462,Free Replaced
CL-5062,03/03/2021,OID-110621,Free Replaced
CL-5072,03/03/2021,OID-361491,Free Replaced
CL-5073,03/03/2021,OID-361865,Free Replaced
CL-5074,03/03/2021,OID-361935,Free Replaced
CL-5078,03/03/2021,OID-372993,Free Replaced
CL-5079,03/03/2021,OID-373052,Free Replaced
CL-5082,03/03/2021,OID-373225,Free Replaced
CL-5083,03/03/2021,OID-373237,Free Replaced
CL-5084,03/03/2021,OID-373278,Free Replaced
CL-5085,03/03/2021,OID-373313,Free Replaced
CL-5086,03/03/2021,OID-373332,Free Replaced
CL-5087,12/02/2021,OID-373625,Warranty Void
CL-5088,07/10/2021,OID-374393,Paid Repaired
CL-5089,24/04/2021,OID-385055,Warranty Void
CL-5090,28/05/2021,OID-385821,Paid Repaired
CL-5091,07/09/2020,OID-385855,Warranty Void
CL-5092,01/09/2020,OID-385892,Warranty Void
CL-5093,17/07/2020,OID-386119,Warranty Void
CL-5094,06/10/2020,OID-397756,Warranty Void
CL-5097,04/03/2021,OID-361481,Free Replaced
CL-5098,04/03/2021,OID-361593,Free Replaced
CL-5100,04/03/2021,OID-361751,Free Replaced
CL-5101,04/03/2021,OID-361938,Free Replaced
CL-5102,04/03/2021,OID-361989,Warranty Void
CL-5108,05/06/2021,OID-373682,Warranty Void
CL-5109,06/07/2021,OID-374336,Paid Repaired
CL-5110,14/07/2021,OID-385213,Paid Repaired
CL-5111,10/12/2020,OID-385576,Warranty Void
CL-5112,26/12/2020,OID-385886,Warranty Void
CL-5113,28/01/2021,OID-386006,Warranty Void
CL-5114,05/03/2021,OID-84032,Free Replaced
CL-5115,05/03/2021,OID-110528,Free Replaced
CL-5121,05/03/2021,OID-361494,Free Replaced
CL-5122,05/03/2021,OID-361553,Free Replaced
CL-5123,05/03/2021,OID-361630,Free Replaced
CL-5124,05/03/2021,OID-373003,Free Replaced
CL-5128,05/03/2021,OID-373083,Free Replaced
CL-5129,19/07/2020,OID-374770,Warranty Void
CL-5130,29/05/2021,OID-384899,Warranty Void
CL-5131,06/03/2021,OID-83743,Free Replaced
CL-5132,06/03/2021,OID-110306,Free Replaced
CL-5139,06/03/2021,OID-361594,Free Replaced
CL-5140,06/03/2021,OID-361635,Free Replaced
CL-5142,06/03/2021,OID-361881,Free Replaced
CL-5150,06/03/2021,OID-372833,Free Replaced
CL-5152,06/03/2021,OID-373146,Free Replaced
CL-5153,06/03/2021,OID-373258,Free Replaced
CL-5154,06/03/2021,OID-373373,Free Replaced
CL-5155,17/11/2021,OID-373982,Paid Repaired
CL-5156,24/11/2021,OID-374421,Paid Repaired
CL-5157,22/09/2020,OID-374709,Warranty Void
CL-5158,06/10/2021,OID-384914,Paid Repaired
CL-5159,28/07/2021,OID-384922,Warranty Void
CL-5160,11/03/2021,OID-385717,Warranty Void
CL-5161,25/12/2020,OID-385789,Warranty Void
CL-5162,14/12/2020,OID-385894,Warranty Void
CL-5163,06/02/2021,OID-385897,Warranty Void
CL-5164,03/03/2021,OID-385960,Paid Repaired
CL-5165,09/08/2020,OID-386223,Warranty Void
CL-5166,07/03/2021,OID-83942,Free Replaced
CL-5176,07/03/2021,OID-361363,Free Replaced
CL-5177,07/03/2021,OID-361411,Free Replaced
CL-5178,07/03/2021,OID-361465,Free Replaced
CL-5179,07/03/2021,OID-361774,Free Replaced
CL-5183,07/03/2021,OID-372908,Free Replaced
CL-5184,07/03/2021,OID-372934,Free Replaced
CL-5185,17/06/2021,OID-374462,Paid Repaired
CL-5186,15/07/2021,OID-385002,Warranty Void
CL-5187,13/12/2020,OID-386053,Warranty Void
CL-5188,14/12/2020,OID-386207,Warranty Void
CL-5189,08/03/2021,OID-110411,Free Replaced
CL-5197,08/03/2021,OID-361382,Free Replaced
CL-5198,08/03/2021,OID-361921,Free Replaced
CL-5199,08/03/2021,OID-372980,Free Replaced
CL-5200,08/03/2021,OID-373074,Free Replaced
CL-5208,08/03/2021,OID-372907,Free Replaced
CL-5209,08/03/2021,OID-372945,Free Replaced
CL-5210,08/03/2021,OID-373348,Free Replaced
CL-5211,07/03/2022,OID-373603,Paid Repaired
CL-5212,31/10/2021,OID-373605,Paid Repaired
CL-5213,19/01/2021,OID-373835,Warranty Void
CL-5214,21/04/2021,OID-373944,Warranty Void
CL-5215,08/10/2020,OID-374418,Warranty Void
CL-5216,14/12/2020,OID-374500,Warranty Void
CL-5217,31/03/2021,OID-374688,Paid Repaired
CL-5218,23/02/2021,OID-385032,Warranty Void
CL-5219,07/09/2021,OID-385191,Paid Repaired
CL-5220,05/02/2021,OID-385208,Warranty Void
CL-5221,04/03/2021,OID-385406,Warranty Void
CL-5222,15/04/2021,OID-385441,Warranty Void
CL-5223,17/02/2021,OID-385686,Warranty Void
CL-5224,06/10/2020,OID-385790,Warranty Void
CL-5225,23/04/2021,OID-385904,Paid Repaired
CL-5229,09/03/2021,OID-361403,Free Replaced
CL-5230,09/03/2021,OID-361442,Free Replaced
CL-5231,09/03/2021,OID-361488,Free Replaced
CL-5232,09/03/2021,OID-361770,Free Replaced
CL-5233,09/03/2021,OID-361900,Free Replaced
CL-5234,09/03/2021,OID-361913,Free Replaced
CL-5235,09/03/2021,OID-372809,Free Replaced
CL-5238,09/03/2021,OID-372720,Free Replaced
CL-5239,09/03/2021,OID-372818,Free Replaced
CL-5242,29/04/2022,OID-373643,Paid Repaired
CL-5243,16/09/2021,OID-384883,Paid Repaired
CL-5244,01/10/2021,OID-384953,Paid Repaired
CL-5245,20/07/2021,OID-385460,Paid Repaired
CL-5246,10/03/2021,OID-84095,Free Replaced
CL-5252,10/03/2021,OID-361627,Free Replaced
CL-5254,10/03/2021,OID-361961,Warranty Void
CL-5261,10/03/2021,OID-372721,Free Replaced
CL-5263,05/06/2021,OID-373762,Warranty Void
CL-5264,18/11/2020,OID-373998,Warranty Void
CL-5265,03/12/2021,OID-374120,Paid Repaired
CL-5266,19/10/2021,OID-374130,Paid Repaired
CL-5267,18/11/2020,OID-374182,Warranty Void
CL-5268,06/08/2020,OID-374557,Warranty Void
CL-5269,26/11/2020,OID-374783,Warranty Void
CL-5270,13/11/2020,OID-385866,Warranty Void
CL-5271,08/01/2021,OID-385928,Warranty Void
CL-5272,05/10/2020,OID-386093,Warranty Void
CL-5273,11/03/2021,OID-110489,Free Replaced
CL-5274,11/03/2021,OID-110737,Free Replaced
CL-5281,11/03/2021,OID-361397,Free Replaced
CL-5282,11/03/2021,OID-361445,Free Replaced
CL-5286,11/03/2021,OID-372801,Free Replaced
CL-5287,11/03/2021,OID-372843,Free Replaced
CL-5289,20/07/2021,OID-374493,Paid Repaired
CL-5290,22/03/2021,OID-385142,Warranty Void
CL-5291,14/02/2021,OID-385402,Warranty Void
CL-5292,17/11/2020,OID-385450,Warranty Void
CL-5293,26/02/2021,OID-386047,Paid Repaired
CL-5295,12/03/2021,OID-361407,Free Replaced
CL-5296,12/03/2021,OID-361431,Free Replaced
CL-5297,12/03/2021,OID-361506,Free Replaced
CL-5298,12/03/2021,OID-361530,Free Replaced
CL-5299,12/03/2021,OID-361558,Free Replaced
CL-5300,12/03/2021,OID-361718,Free Replaced
CL-5301,12/03/2021,OID-361886,Free Replaced
CL-5308,12/03/2021,OID-373030,Free Replaced
CL-5310,04/12/2021,OID-373866,Paid Repaired
CL-5311,21/11/2020,OID-374197,Warranty Void
CL-5312,10/02/2021,OID-374293,Warranty Void
CL-5313,14/08/2021,OID-374735,Paid Repaired
CL-5314,13/03/2021,OID-385983,Paid Repaired
CL-5315,13/03/2021,OID-83979,Free Replaced
CL-5323,13/03/2021,OID-361695,Free Replaced
CL-5326,13/03/2021,OID-361837,Free Replaced
CL-5327,13/03/2021,OID-361920,Warranty Void
CL-5330,13/03/2021,OID-372738,Free Replaced
CL-5332,03/01/2021,OID-374392,Warranty Void
CL-5333,18/08/2021,OID-385190,Paid Repaired
CL-5334,16/05/2021,OID-385311,Warranty Void
CL-5335,16/10/2020,OID-385756,Warranty Void
CL-5336,22/03/2021,OID-385794,Paid Repaired
CL-5337,07/01/2021,OID-385884,Warranty Void
CL-5338,06/10/2020,OID-385912,Warranty Void
CL-5343,14/03/2021,OID-361389,Free Replaced
CL-5344,14/03/2021,OID-361604,Free Replaced
CL-5345,14/03/2021,OID-361936,Warranty Void
CL-5348,14/03/2021,OID-372733,Free Replaced
CL-5349,14/03/2021,OID-372777,Free Replaced
CL-5350,14/03/2021,OID-372784,Free Replaced
CL-5351,14/03/2021,OID-372866,Free Replaced
CL-5352,14/03/2021,OID-373168,Free Replaced
CL-5353,14/03/2021,OID-373317,Free Replaced
CL-5354,14/03/2021,OID-373349,Warranty Void
CL-5355,05/12/2021,OID-373562,Paid Repaired
CL-5356,14/08/2021,OID-373928,Paid Repaired
CL-5357,06/12/2020,OID-373969,Warranty Void
CL-5358,08/07/2021,OID-374341,Paid Repaired
CL-5359,23/03/2021,OID-384860,Warranty Void
CL-5360,02/05/2021,OID-385462,Warranty Void
CL-5361,16/11/2020,OID-385561,Warranty Void
CL-5362,06/11/2020,OID-385602,Warranty Void
CL-5363,28/10/2020,OID-385822,Warranty Void
CL-5364,13/02/2021,OID-386155,Paid Repaired
CL-5365,12/02/2021,OID-386229,Paid Repaired
CL-5374,15/03/2021,OID-361354,Free Replaced
CL-5375,15/03/2021,OID-361364,Free Replaced
CL-5376,15/03/2021,OID-361650,Free Replaced
CL-5377,15/03/2021,OID-373077,Free Replaced
CL-5386,15/03/2021,OID-372781,Free Replaced
CL-5387,15/03/2021,OID-372921,Free Replaced
CL-5389,30/07/2021,OID-373639,Paid Repaired
CL-5390,10/02/2021,OID-385027,Warranty Void
CL-5391,06/08/2021,OID-385145,Paid Repaired
CL-5392,19/06/2021,OID-385494,Paid Repaired
CL-5393,30/06/2021,OID-385592,Paid Repaired
CL-5394,30/05/2021,OID-385740,Paid Repaired
CL-5395,08/02/2021,OID-385782,Warranty Void
CL-5396,05/12/2020,OID-385909,Warranty Void
CL-5397,16/03/2021,OID-110320,Free Replaced
CL-5403,16/03/2021,OID-361618,Free Replaced
CL-5404,16/03/2021,OID-361871,Free Replaced
CL-5409,16/03/2021,OID-372761,Free Replaced
CL-5410,16/03/2021,OID-373035,Free Replaced
CL-5411,14/06/2021,OID-373812,Warranty Void
CL-5412,09/07/2021,OID-374168,Paid Repaired
CL-5413,02/09/2021,OID-374268,Paid Repaired
CL-5414,30/11/2020,OID-385639,Warranty Void
CL-5415,09/12/2020,OID-385718,Warranty Void
CL-5416,17/12/2020,OID-386030,Warranty Void
CL-5417,17/03/2021,OID-83796,Free Replaced
CL-5418,17/03/2021,OID-84191,Free Replaced
CL-5419,17/03/2021,OID-110746,Free Replaced
CL-5424,17/03/2021,OID-372829,Free Replaced
CL-5425,17/03/2021,OID-372877,Free Replaced
CL-5434,17/03/2021,OID-372722,Free Replaced
CL-5435,17/03/2021,OID-373157,Free Replaced
CL-5436,17/03/2021,OID-373243,Free Replaced
CL-5437,08/03/2022,OID-373522,Paid Repaired
CL-5438,16/03/2022,OID-373651,Paid Repaired
CL-5439,23/12/2021,OID-374018,Paid Repaired
CL-5440,01/06/2021,OID-385331,Warranty Void
CL-5441,24/02/2021,OID-385831,Warranty Void
CL-5442,16/12/2020,OID-385871,Warranty Void
CL-5443,24/03/2021,OID-385984,Paid Repaired
CL-5444,23/09/2020,OID-386010,Warranty Void
CL-5445,18/03/2021,OID-83765,Free Replaced
CL-5446,18/03/2021,OID-84059,Free Replaced
CL-5453,18/03/2021,OID-361479,Free Replaced
CL-5454,18/03/2021,OID-361637,Free Replaced
CL-5455,18/03/2021,OID-361855,Free Replaced
CL-5456,18/03/2021,OID-373047,Free Replaced
CL-5463,18/03/2021,OID-372732,Free Replaced
CL-5464,18/03/2021,OID-372896,Free Replaced
CL-5465,18/03/2021,OID-372909,Free Replaced
CL-5466,18/03/2021,OID-372940,Free Replaced
CL-5467,06/01/2022,OID-373760,Paid Repaired
CL-5468,05/07/2021,OID-374759,Paid Repaired
CL-5469,04/04/2021,OID-384906,Warranty Void
CL-5470,26/08/2021,OID-385256,Paid Repaired
CL-5471,23/12/2020,OID-385654,Warranty Void
CL-5472,20/04/2021,OID-385736,Paid Repaired
CL-5473,06/04/2021,OID-385743,Paid Repaired
CL-5474,24/04/2021,OID-385875,Paid Repaired
CL-5475,09/02/2021,OID-386151,Paid Repaired
CL-5476,19/03/2021,OID-110547,Free Replaced
CL-5482,19/03/2021,OID-361404,Free Replaced
CL-5483,19/03/2021,OID-361468,Free Replaced
CL-5484,19/03/2021,OID-361529,Free Replaced
CL-5485,19/03/2021,OID-361562,Free Replaced
CL-5486,19/03/2021,OID-361841,Free Replaced
CL-5487,19/03/2021,OID-361875,Free Replaced
CL-5488,19/03/2021,OID-372865,Free Replaced
CL-5489,19/03/2021,OID-372924,Free Replaced
CL-5494,19/03/2021,OID-372743,Free Replaced
CL-5495,19/03/2021,OID-372753,Free Replaced
CL-5496,19/03/2021,OID-372879,Free Replaced
CL-5497,19/03/2021,OID-373042,Free Replaced
CL-5498,02/07/2021,OID-374044,Paid Repaired
CL-5499,04/12/2020,OID-374155,Warranty Void
CL-5500,16/09/2020,OID-374391,Warranty Void
CL-5501,07/01/2021,OID-374725,Warranty Void
CL-5502,18/06/2021,OID-385365,Paid Repaired
CL-5503,16/12/2020,OID-385440,Warranty Void
CL-5504,06/03/2021,OID-385486,Warranty Void
CL-5505,15/10/2020,OID-386154,Warranty Void
CL-5511,20/03/2021,OID-361486,Free Replaced
CL-5512,20/03/2021,OID-361487,Free Replaced
CL-5514,20/03/2021,OID-361889,Warranty Void
CL-5520,20/03/2021,OID-372727,Free Replaced
CL-5521,20/03/2021,OID-372768,Free Replaced
CL-5523,23/11/2021,OID-373872,Paid Repaired
CL-5524,14/07/2021,OID-385429,Paid Repaired
CL-5525,15/02/2021,OID-385580,Warranty Void
CL-5526,21/03/2021,OID-83999,Free Replaced
CL-5532,21/03/2021,OID-361578,Free Replaced
CL-5533,21/03/2021,OID-361836,Free Replaced
CL-5536,21/03/2021,OID-372827,Free Replaced
CL-5537,21/03/2021,OID-372946,Free Replaced
CL-5538,21/03/2021,OID-372962,Free Replaced
CL-5541,09/11/2021,OID-373667,Paid Repaired
CL-5542,27/08/2021,OID-374062,Paid Repaired
CL-5543,26/09/2021,OID-374395,Paid Repaired
CL-5544,06/08/2021,OID-384991,Warranty Void
CL-5545,29/12/2020,OID-385505,Warranty Void
CL-5546,25/12/2020,OID-385727,Warranty Void
CL-5552,22/03/2021,OID-361448,Free Replaced
CL-5553,22/03/2021,OID-361626,Free Replaced
CL-5554,22/03/2021,OID-361851,Free Replaced
CL-5560,22/03/2021,OID-372924,Free Replaced
CL-5561,22/03/2021,OID-373081,Free Replaced
CL-5562,22/03/2021,OID-373105,Free Replaced
CL-5564,02/11/2021,OID-373981,Paid Repaired
CL-5565,20/01/2021,OID-374617,Warranty Void
CL-5566,24/07/2021,OID-374744,Paid Repaired
CL-5567,19/03/2021,OID-384942,Warranty Void
CL-5568,28/02/2021,OID-385081,Warranty Void
CL-5569,07/12/2020,OID-385567,Warranty Void
CL-5570,03/11/2020,OID-385768,Warranty Void
CL-5571,18/12/2020,OID-385883,Warranty Void
CL-5572,04/03/2021,OID-386130,Paid Repaired
CL-5576,23/03/2021,OID-361464,Free Replaced
CL-5577,23/03/2021,OID-361549,Free Replaced
CL-5580,23/03/2021,OID-361610,Free Replaced
CL-5582,23/03/2021,OID-361717,Free Replaced
CL-5583,23/03/2021,OID-361899,Warranty Void
CL-5594,23/03/2021,OID-372812,Free Replaced
CL-5595,16/09/2021,OID-373791,Paid Repaired
CL-5596,20/08/2021,OID-373915,Paid Repaired
CL-5597,25/05/2021,OID-374582,Paid Repaired
CL-5598,23/01/2021,OID-385437,Warranty Void
CL-5599,04/03/2021,OID-385583,Warranty Void
CL-5600,24/03/2021,OID-84074,Free Replaced
CL-5601,24/03/2021,OID-110490,Free Replaced
CL-5607,24/03/2021,OID-361422,Free Replaced
CL-5608,24/03/2021,OID-361498,Free Replaced
CL-5610,24/03/2021,OID-372720,Free Replaced
CL-5620,24/03/2021,OID-372957,Free Replaced
CL-5621,24/03/2021,OID-373044,Free Replaced
CL-5623,07/09/2021,OID-373687,Paid Repaired
CL-5624,27/02/2021,OID-374321,Warranty Void
CL-5625,29/05/2021,OID-385014,Warranty Void
CL-5626,14/02/2021,OID-385466,Warranty Void
CL-5627,18/02/2021,OID-385605,Warranty Void
CL-5628,17/02/2021,OID-385773,Warranty Void
CL-5629,21/09/2020,OID-385787,Warranty Void
CL-5630,12/03/2021,OID-386054,Paid Repaired
CL-5631,21/01/2021,OID-386201,Paid Repaired
CL-5635,25/03/2021,OID-361505,Free Replaced
CL-5637,25/03/2021,OID-361839,Warranty Void
CL-5652,25/03/2021,OID-373038,Free Replaced
CL-5654,19/06/2021,OID-373912,Paid Repaired
CL-5655,21/09/2021,OID-374198,Paid Repaired
CL-5656,15/07/2021,OID-374398,Paid Repaired
CL-5657,16/08/2021,OID-374426,Paid Repaired
CL-5658,03/07/2021,OID-384898,Warranty Void
CL-5659,28/05/2021,OID-385304,Warranty Void
CL-5660,03/02/2021,OID-385452,Warranty Void
CL-5661,14/04/2021,OID-385471,Warranty Void
CL-5662,24/01/2021,OID-385622,Warranty Void
CL-5663,30/05/2021,OID-385649,Paid Repaired
